Latitude,Longitude,Time_Created
42.787564,-73.9786118,1/8/2013 17:34
38.876685,-77.02321337,2/25/2013 0:05
42.28009922,-71.13786207,3/21/2013 23:18
42.28008691,-71.13784155,4/7/2013 12:37
37.9330889,-84.55531666,5/7/2013 11:52
41.895929,-87.68388,5/4/2013 22:44
38.24914753,-85.73392259,5/1/2013 20:50
38.0334125,-84.5480841,5/4/2013 15:04
39.99775557,-105.280402,6/8/2013 22:30
38.05514734,-84.47894502,6/27/2013 19:33
34.946585,-86.5476885,6/1/2013 16:56
37.5598872,-84.3129108,6/14/2013 9:19
38.0524995,-84.4787834,6/22/2013 12:44
35.46887289,-86.05006011,7/15/2013 18:57
38.25839211,-85.74815058,7/15/2013 19:00
38.25963599,-85.74792522,7/15/2013 18:37
38.25839211,-85.74815058,7/14/2013 19:14
38.25855627,-85.74844105,7/13/2013 20:03
38.243388,-85.72704694,7/14/2013 0:11
38.25825824,-85.7485362,7/13/2013 0:07
34.13147391,-81.34331985,8/1/2013 12:27
33.223994,-87.4723571,8/30/2013 14:25
41.89873324,-87.63025288,8/29/2013 15:19
38.02975755,-84.4906121,8/24/2013 22:47
37.97250643,-84.51273774,8/26/2013 6:03
38.18673252,-84.87535,8/16/2013 17:06
37.40047514,-87.00293158,8/12/2013 21:05
43.05368444,-89.37651849,8/10/2013 18:05
37.86873005,-84.8536117,9/21/2013 20:28
37.97246199,-84.51280008,9/18/2013 22:49
36.21687158,-86.69611273,9/17/2013 22:58
38.053727,-84.486297,9/7/2013 17:03
36.95958376,-86.41700309,9/7/2013 19:00
38.22116881,-85.70313291,9/28/2013 16:42
30.30588615,-97.711394,10/2/2013 16:46
37.88318,-84.57328037,10/14/2013 12:27
38.24920216,-85.75220693,10/13/2013 13:38
38.24920216,-85.75220693,10/12/2013 18:27
28.07104728,-82.41320333,10/8/2013 17:32
37.97259595,-84.51283277,10/27/2013 23:52
30.23031683,-97.83407572,10/26/2013 17:11
37.38683683,-84.33228482,11/27/2013 13:59
38.02890611,-84.42541889,11/27/2013 12:46
34.05925114,-118.4675066,11/24/2013 11:13
37.93080802,-85.65344676,11/2/2013 12:54
41.89324485,-87.62283832,11/15/2013 14:04
27.97624519,-82.53177272,12/3/2013 11:56
39.051307,-84.57710758,12/30/2013 19:25
39.09542051,-84.48647656,12/4/2013 19:58
38.98518619,-94.60035899,12/19/2013 22:44
38.98259781,-84.63556705,12/31/2013 8:49
37.0731835,-82.71615741,12/31/2013 9:34
36.98332623,-86.44799243,12/31/2013 0:28
37.75617981,-84.30342102,1/25/2014 17:27
38.18640053,-85.61770448,1/7/2014 17:39
37.97247379,-84.512772,1/12/2014 20:13
37.0815225,-83.94458512,1/13/2014 10:23
38.18552064,-84.87511606,1/14/2014 8:55
38.02154149,-84.49887078,1/17/2014 8:02
34.13149956,-81.34330804,2/18/2014 19:29
34.13150496,-81.34340476,2/15/2014 21:26
34.13135013,-81.34349883,2/9/2014 0:04
34.13153493,-81.34324551,2/4/2014 19:05
37.91142405,-83.24990351,2/1/2014 14:28
37.91138136,-83.24999898,2/1/2014 14:29
39.031161,-84.52004672,2/25/2014 1:34
38.239832,-85.75219711,2/25/2014 12:44
38.09231582,-84.63141586,2/19/2014 16:54
34.13140358,-81.34345564,2/4/2014 20:22
33.98830244,-81.0398257,3/1/2014 17:44
38.0358672,-84.5083289,3/2/2014 1:00
38.21249742,-85.75954121,3/1/2014 10:47
33.98830348,-81.03982585,3/1/2014 17:38
37.97247031,-84.51285757,3/16/2014 19:09
37.72915092,-84.35298368,3/10/2014 15:13
34.13145815,-81.34323914,3/8/2014 14:27
38.2250898,-84.50816614,4/27/2014 17:24
38.97846549,-84.37341817,4/6/2014 9:49
37.55008079,-87.22459632,5/23/2014 12:48
37.77306405,-83.68519103,5/26/2014 17:40
38.03583572,-84.48774138,5/24/2014 11:55
38.24175313,-85.72507021,5/3/2014 17:56
38.03534804,-84.51391211,5/3/2014 18:36
38.68166667,-85.17472222,5/16/2014 18:32
38.043994,-84.50178,6/23/2014 21:56
33.76292015,-84.39264817,6/28/2014 13:48
38.258604,-85.749282,7/19/2014 16:04
38.13604,-84.506444,7/15/2014 16:50
38.06459,-84.520921,8/19/2014 15:52
37.08788,-84.909956,8/29/2014 18:07
38.047955,-84.498245,9/4/2014 19:44
38.056618,-84.481411,9/5/2014 21:39
38.056618,-84.481411,9/5/2014 22:17
37.918239,-85.658026,9/6/2014 18:22
37.972433,-84.51277,9/17/2014 20:24
37.554383,-84.240774,9/21/2014 15:06
38.255261,-85.751737,10/5/2014 15:52
38.409693,-84.267933,10/8/2014 18:11
40.721199,-73.98754,10/31/2014 23:44
38.053095,-84.509259,11/22/2014 19:28
38.053095,-84.509259,11/22/2014 17:59
37.999425,-84.502272,12/26/2014 14:44
38.2289,-85.7495,1/1/2015 18:13
37.8222935,-85.7681905,1/18/2015 1:39
38.139618,-84.512529,1/31/2015 12:42
38.108612,-84.405396,2/24/2015 10:12
38.253439,-85.703914,2/18/2015 13:35
38.180204,-85.766694,2/17/2015 9:39
37.79729,-84.601369,3/8/2015 15:28
38.029722,-84.494722,3/8/2015 15:37
37.8222935,-85.7681905,3/28/2015 23:26
43.575809,-81.705914,3/30/2015 8:04
43.576109,-81.70607,3/31/2015 8:04
36.9425,-86.452833,4/1/2015 0:50
38.3851483,-85.7116807,12/27/2012 18:49
38.25363606,-85.73891329,12/21/2012 14:00
38.0283955,-84.47149807,12/19/2012 11:08
36.88049806,-86.06388261,12/21/2012 21:28
32.11739241,-83.76198687,1/1/2013 17:48
37.6439535,-84.77456583,1/9/2013 18:44
38.191927,-85.505112,2/3/2013 23:04
38.23536585,-85.75312582,2/6/2013 15:54
38.05204018,-84.49064797,4/8/2013 21:10
38.02590785,-84.55989936,4/28/2013 9:20
27.99507958,-82.77574075,4/14/2014 17:35
36.97727634,-84.94848562,5/4/2014 15:44
38.44389388,-85.15361279,6/13/2014 21:33
36.94668639,-83.99811314,6/13/2014 18:56
38.044491,-84.495029,6/23/2014 22:00
38.25587265,-85.72984157,6/27/2014 10:18
38.27594797,-85.80913902,7/3/2014 21:57
38.03936,-83.973632,7/5/2014 22:07
37.75618,-84.303421,7/11/2014 0:12
28.21832,-82.367948,7/11/2014 13:18
35.14004638,-90.05340947,7/10/2014 7:15
38.252988,-85.737798,7/20/2014 13:21
37.8222935,-85.7681905,8/7/2014 20:15
39.05524,-84.435586,8/5/2014 22:49
42.178521,-71.154927,8/15/2014 15:31
37.918239,-85.658026,9/6/2014 18:30
37.78316,-83.682898,9/20/2014 18:07
38.050054,-84.495932,9/16/2014 11:08
38.047495,-84.606635,10/5/2014 11:49
38.047495,-84.606635,10/5/2014 19:34
38.059306,-84.492877,11/22/2014 16:23
38.253286,-85.750917,11/23/2014 18:37
37.739826,-87.094817,11/1/2014 18:33
41.629262,-93.822925,11/30/2014 8:00
38.000514,-84.554393,12/20/2014 11:29
38.059319,-84.49208,12/21/2014 17:48
38.377625,-84.265959,12/19/2014 21:33
41.923714,-87.640511,1/7/2015 20:43
38.256109,-85.764199,1/14/2015 10:01
38.255582,-85.744098,1/25/2015 20:50
38.932368,-92.333608,1/29/2015 23:39
35.12482,-90.020681,2/17/2015 22:27
38.030908,-84.514327,2/15/2015 19:55
38.191559,-85.795815,2/12/2015 12:04
38.112938,-84.810907,2/13/2015 11:43
45.317715,-92.937141,2/7/2015 13:35
37.285149,-87.113131,2/7/2015 23:14
38.255988,-85.734911,2/27/2015 22:21
43.575967,-81.706193,3/29/2015 7:43
43.576088,-81.705747,3/30/2015 8:06
38.044375,-84.50921,3/4/2015 10:09
33.860907,-84.332014,4/4/2015 21:16
37.8222935,-85.7681905,12/19/2012 16:07
38.04386472,-84.50946308,1/2/2013 21:02
39.739318,-89.266507,1/9/2013 18:10
38.21800744,-85.58254056,1/24/2013 10:41
37.59183618,-85.7792945,1/18/2013 15:46
38.67931609,-78.6713999,3/15/2013 11:47
37.88722777,-84.39721684,4/12/2014 19:00
38.00294544,-84.46427565,4/12/2014 22:37
38.04711759,-84.60572559,4/5/2014 14:03
38.25337378,-85.7053108,4/5/2014 16:41
38.0354099,-84.48461406,4/6/2014 0:19
38.97841189,-84.37339273,4/6/2014 9:46
37.97249802,-84.51280626,4/30/2014 20:56
37.97250071,-84.51279984,4/30/2014 20:55
35.16194898,-111.6693863,5/23/2014 10:03
37.88318,-84.57328037,5/6/2014 21:40
37.97248062,-84.51278106,5/3/2014 7:36
39.05205,-94.590351,5/3/2014 16:45
38.20537962,-85.77101483,5/2/2014 12:11
30.37827389,-86.33063943,5/30/2014 15:54
38.04642394,-84.49588887,6/7/2014 21:01
